provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id
1,,hasHost,http://purl.obolibrary.org/obo/RO_0002454
ObservedSpecies,,adjacentTo,http://purl.obolibrary.org/obo/RO_0002220
CollectedWith,,adjacentTo,http://purl.obolibrary.org/obo/RO_0002220
